state,cases,deaths,date
Colorado,69967,2052,9/28/2020
Colorado,70458,2058,9/29/2020
Colorado,71090,2061,9/30/2020
Colorado,71723,2064,10/1/2020
Colorado,72454,2069,10/2/2020
Colorado,72929,2071,10/3/2020
Colorado,73389,2077,10/4/2020
Colorado,74029,2085,10/5/2020
Colorado,74535,2094,10/6/2020
Colorado,75410,2097,10/7/2020
Colorado,76186,2107,10/8/2020
Colorado,77068,2115,10/9/2020
Colorado,78047,2121,10/10/2020
Colorado,78752,2134,10/11/2020
Colorado,79499,2144,10/12/2020
Colorado,80414,2181,10/13/2020
Colorado,81205,2186,10/14/2020
Colorado,82443,2187,10/15/2020
Colorado,83712,2196,10/16/2020
Colorado,84804,2199,10/17/2020
Colorado,85803,2199,10/18/2020
Colorado,86727,2207,10/19/2020
Colorado,87966,2212,10/20/2020
Colorado,89245,2220,10/21/2020
Colorado,90639,2224,10/22/2020
Colorado,92067,2233,10/23/2020
Colorado,93989,2241,10/24/2020
Colorado,95742,2244,10/25/2020
Colorado,97686,2255,10/26/2020
Colorado,99111,2265,10/27/2020
Colorado,100614,2277,10/28/2020
Colorado,102665,2295,10/29/2020
Colorado,104927,2302,10/30/2020
Colorado,107844,2309,10/31/2020
Colorado,110640,2312,11/1/2020
Colorado,112821,2320,11/2/2020
Colorado,115364,2337,11/3/2020
Colorado,118356,2366,11/4/2020
Colorado,122170,2383,11/5/2020
Colorado,125397,2404,11/6/2020
Colorado,128611,2417,11/7/2020
Colorado,131870,2421,11/8/2020
Colorado,135747,2438,11/9/2020
Colorado,139246,2469,11/10/2020
Colorado,143553,2481,11/11/2020
Colorado,149262,2512,11/12/2020
Colorado,155761,2541,11/13/2020
Colorado,160459,2554,11/14/2020
Colorado,164408,2574,11/15/2020
Colorado,168890,2605,11/16/2020
Colorado,173220,2626,11/17/2020
Colorado,178224,2669,11/18/2020
Colorado,184260,2734,11/19/2020
Colorado,190100,2752,11/20/2020
Colorado,195220,2791,11/21/2020
Colorado,199296,2811,11/22/2020
Colorado,203578,2821,11/23/2020
Colorado,207882,2868,11/24/2020
Colorado,212416,2930,11/25/2020
Colorado,217655,2977,11/26/2020
Colorado,222544,2998,11/27/2020
Colorado,226567,3012,11/28/2020
Colorado,230057,3025,11/29/2020
Colorado,234502,3060,11/30/2020
Colorado,238779,3136,12/1/2020
Colorado,243324,3226,12/2/2020
Colorado,248779,3335,12/3/2020
Colorado,252960,3375,12/4/2020
Colorado,258124,3415,12/5/2020
Colorado,262460,3437,12/6/2020
Colorado,266670,3466,12/7/2020
Colorado,270381,3508,12/8/2020
Colorado,274354,3671,12/9/2020
Colorado,278916,3795,12/10/2020
Colorado,283571,3858,12/11/2020
Colorado,287364,3916,12/12/2020
Colorado,289679,3982,12/13/2020
Colorado,291645,4015,12/14/2020
Colorado,295558,4131,12/15/2020
Colorado,298492,4192,12/16/2020
Colorado,302086,4265,12/17/2020
Colorado,305622,4323,12/18/2020
Colorado,308350,4400,12/19/2020
Colorado,310522,4420,12/20/2020
Colorado,312713,4432,12/21/2020
Colorado,315397,4464,12/22/2020
Colorado,318027,4531,12/23/2020
Colorado,320714,4610,12/24/2020
Colorado,323329,4631,12/25/2020
Colorado,324869,4652,12/26/2020
Colorado,326276,4660,12/27/2020
Colorado,328249,4699,12/28/2020
Colorado,330118,4758,12/29/2020
Colorado,332686,4822,12/30/2020
Colorado,335579,4879,12/31/2020
Colorado,338357,4936,1/1/2021
Colorado,340454,4976,1/2/2021
Colorado,342494,4997,1/3/2021
Colorado,345239,5011,1/4/2021
Colorado,348483,5058,1/5/2021
Colorado,350560,5080,1/6/2021
Colorado,354998,5164,1/7/2021
Colorado,357465,5207,1/8/2021
Colorado,360857,5262,1/9/2021
Colorado,363019,5279,1/10/2021
Colorado,364815,5291,1/11/2021
Colorado,366385,5326,1/12/2021
Colorado,368775,5354,1/13/2021
Colorado,371362,5385,1/14/2021
Connecticut,1,0,3/8/2020
Connecticut,2,0,3/9/2020
Connecticut,2,0,3/10/2020
Connecticut,3,0,3/11/2020
Connecticut,6,0,3/12/2020
Connecticut,11,0,3/13/2020
Connecticut,20,0,3/14/2020
Connecticut,26,0,3/15/2020
Connecticut,41,0,3/16/2020
Connecticut,68,0,3/17/2020
Connecticut,96,1,3/18/2020
Connecticut,159,4,3/19/2020
Connecticut,194,4,3/20/2020
Connecticut,223,5,3/21/2020
Connecticut,327,8,3/22/2020
Connecticut,415,10,3/23/2020
Connecticut,618,12,3/24/2020
Connecticut,875,19,3/25/2020
Connecticut,1012,21,3/26/2020
Connecticut,1291,27,3/27/2020
Connecticut,1524,33,3/28/2020
Connecticut,1993,34,3/29/2020
Connecticut,2571,36,3/30/2020
Connecticut,3128,69,3/31/2020
Connecticut,3557,85,4/1/2020
Connecticut,3824,112,4/2/2020
Connecticut,4915,132,4/3/2020
Connecticut,5276,165,4/4/2020
Connecticut,5675,189,4/5/2020
Connecticut,6906,206,4/6/2020
Connecticut,7781,277,4/7/2020
Connecticut,8781,335,4/8/2020
Connecticut,9784,380,4/9/2020
Connecticut,10538,448,4/10/2020
Connecticut,11510,494,4/11/2020
Connecticut,12035,554,4/12/2020
Connecticut,13381,602,4/13/2020
Connecticut,13989,671,4/14/2020
Connecticut,14755,868,4/15/2020
Connecticut,15884,971,4/16/2020
Connecticut,16809,1036,4/17/2020
Connecticut,17550,1086,4/18/2020
Connecticut,17962,1127,4/19/2020
Connecticut,19815,1331,4/20/2020
Connecticut,20360,1423,4/21/2020
Connecticut,22469,1544,4/22/2020
Connecticut,23100,1639,4/23/2020
Connecticut,23921,1764,4/24/2020
Connecticut,24582,1862,4/25/2020
Connecticut,25269,1925,4/26/2020
Connecticut,25997,2012,4/27/2020
Connecticut,26312,2089,4/28/2020
Connecticut,26767,2168,4/29/2020
Connecticut,27700,2257,4/30/2020
Connecticut,28764,2339,5/1/2020
Connecticut,29287,2436,5/2/2020
Connecticut,29287,2436,5/3/2020
Connecticut,29973,2556,5/4/2020
Connecticut,30621,2633,5/5/2020
Connecticut,30995,2718,5/6/2020
Connecticut,31784,2797,5/7/2020
Connecticut,32411,2874,5/8/2020
Connecticut,32984,2932,5/9/2020
Connecticut,33554,2967,5/10/2020
Connecticut,33765,3008,5/11/2020
Connecticut,34333,3041,5/12/2020
Connecticut,34855,3125,5/13/2020
Connecticut,35464,3219,5/14/2020
Connecticut,36085,3285,5/15/2020
Connecticut,36703,3339,5/16/2020
Connecticut,37419,3408,5/17/2020
Connecticut,38116,3449,5/18/2020
Connecticut,38430,3472,5/19/2020
Connecticut,39017,3529,5/20/2020
Connecticut,39208,3582,5/21/2020
Connecticut,39640,3637,5/22/2020
Connecticut,40022,3675,5/23/2020
Connecticut,40468,3693,5/24/2020
Connecticut,40873,3742,5/25/2020
Connecticut,41303,3769,5/26/2020
Connecticut,41288,3803,5/27/2020
Connecticut,41559,3826,5/28/2020
Connecticut,41762,3868,5/29/2020
Connecticut,42022,3912,5/30/2020
Connecticut,42201,3944,5/31/2020
Connecticut,42740,3964,6/1/2020
Connecticut,42979,3972,6/2/2020
Connecticut,43091,3989,6/3/2020
Connecticut,43239,4007,6/4/2020
Connecticut,43460,4038,6/5/2020
Connecticut,43818,4055,6/6/2020
Connecticut,43968,4071,6/7/2020
Connecticut,44092,4084,6/8/2020
Connecticut,44179,4097,6/9/2020
Connecticut,44347,4120,6/10/2020
Connecticut,44461,4146,6/11/2020
Connecticut,44689,4159,6/12/2020
Connecticut,44994,4186,6/13/2020
Connecticut,45088,4201,6/14/2020
Connecticut,45235,4204,6/15/2020
Connecticut,45349,4210,6/16/2020
Connecticut,45429,4219,6/17/2020
Connecticut,45440,4226,6/18/2020
Connecticut,45557,4238,6/19/2020
Connecticut,45715,4251,6/20/2020
Connecticut,45755,4260,6/21/2020
Connecticut,45782,4263,6/22/2020
Connecticut,45899,4277,6/23/2020
Connecticut,45913,4287,6/24/2020
Connecticut,45994,4298,6/25/2020
Connecticut,46059,4307,6/26/2020
Connecticut,46206,4311,6/27/2020
Connecticut,46303,4316,6/28/2020
Connecticut,46362,4320,6/29/2020
Connecticut,46514,4322,6/30/2020
Connecticut,46572,4324,7/1/2020
Connecticut,46646,4326,7/2/2020
Connecticut,46717,4335,7/3/2020
Connecticut,46717,4335,7/4/2020
Connecticut,46717,4335,7/5/2020
Connecticut,46976,4338,7/6/2020
Connecticut,47033,4338,7/7/2020
Connecticut,47108,4343,7/8/2020
Connecticut,47209,4348,7/9/2020
Connecticut,47287,4348,7/10/2020
Connecticut,47287,4348,7/11/2020
Connecticut,47287,4348,7/12/2020
Connecticut,47510,4371,7/13/2020
Connecticut,47530,4372,7/14/2020
Connecticut,47636,4380,7/15/2020
Connecticut,47750,4389,7/16/2020
Connecticut,47893,4396,7/17/2020
Connecticut,47893,4396,7/18/2020
Connecticut,47893,4396,7/19/2020
Connecticut,48055,4406,7/20/2020
Connecticut,48096,4406,7/21/2020
Connecticut,48223,4406,7/22/2020
Connecticut,48232,4410,7/23/2020
Connecticut,48776,4413,7/24/2020
Connecticut,48776,4413,7/25/2020
Connecticut,48776,4413,7/26/2020
Connecticut,48983,4418,7/27/2020
Connecticut,49077,4423,7/28/2020
Connecticut,49540,4425,7/29/2020
Connecticut,49670,4431,7/30/2020
Connecticut,49810,4432,7/31/2020
Connecticut,49810,4432,8/1/2020
Connecticut,49810,4432,8/2/2020
Connecticut,50062,4437,8/3/2020
Connecticut,50110,4437,8/4/2020
Connecticut,50225,4437,8/5/2020
Connecticut,50245,4437,8/6/2020
Connecticut,50320,4441,8/7/2020
Connecticut,50320,4441,8/8/2020
Connecticut,50320,4441,8/9/2020
Connecticut,50567,4444,8/10/2020
Connecticut,50684,4444,8/11/2020
Connecticut,50706,4450,8/12/2020
Connecticut,50782,4450,8/13/2020
Connecticut,50897,4453,8/14/2020
Connecticut,50897,4453,8/15/2020
Connecticut,50897,4453,8/16/2020
Connecticut,51267,4456,8/17/2020
Connecticut,51255,4456,8/18/2020
Connecticut,51314,4457,8/19/2020
Connecticut,51432,4458,8/20/2020
Connecticut,51519,4460,8/21/2020
Connecticut,51519,4460,8/22/2020
Connecticut,51519,4460,8/23/2020
Connecticut,52011,4460,8/24/2020
Connecticut,52040,4463,8/25/2020
Connecticut,52220,4463,8/26/2020
Connecticut,52350,4465,8/27/2020
Connecticut,52495,4465,8/28/2020
Connecticut,52495,4465,8/29/2020
Connecticut,52495,4465,8/30/2020
Connecticut,52879,4465,8/31/2020
Connecticut,53006,4466,9/1/2020
Connecticut,53108,4467,9/2/2020
Connecticut,53209,4468,9/3/2020
Connecticut,53365,4468,9/4/2020
Connecticut,53365,4468,9/5/2020
Connecticut,53365,4468,9/6/2020
Connecticut,53365,4468,9/7/2020
Connecticut,53782,4474,9/8/2020
Connecticut,53871,4474,9/9/2020
Connecticut,54093,4478,9/10/2020
Connecticut,54326,4480,9/11/2020
Connecticut,54326,4480,9/12/2020
Connecticut,54326,4480,9/13/2020
Connecticut,54895,4485,9/14/2020
Connecticut,55031,4485,9/15/2020
Connecticut,55166,4487,9/16/2020
Connecticut,55386,4488,9/17/2020
Connecticut,55527,4492,9/18/2020
Connecticut,55527,4492,9/19/2020
Connecticut,55527,4492,9/20/2020
Connecticut,56024,4495,9/21/2020
Connecticut,56160,4496,9/22/2020
Connecticut,56315,4497,9/23/2020
Connecticut,56472,4499,9/24/2020
Connecticut,56587,4501,9/25/2020
Connecticut,56587,4501,9/26/2020
Connecticut,56587,4501,9/27/2020
Connecticut,57147,4503,9/28/2020
Connecticut,57329,4505,9/29/2020
Connecticut,57550,4508,9/30/2020
Connecticut,57742,4511,10/1/2020
Connecticut,58297,4513,10/2/2020
Connecticut,58297,4513,10/3/2020
Connecticut,58297,4513,10/4/2020
Connecticut,59120,4517,10/5/2020
Connecticut,59241,4521,10/6/2020
Connecticut,59364,4522,10/7/2020
Connecticut,59748,4527,10/8/2020
Connecticut,60038,4530,10/9/2020
Connecticut,60038,4530,10/10/2020
Connecticut,60038,4530,10/11/2020
Connecticut,61377,4532,10/12/2020
Connecticut,61697,4533,10/13/2020
Connecticut,61861,4537,10/14/2020
Connecticut,62028,4540,10/15/2020
Connecticut,62830,4542,10/16/2020
Connecticut,62830,4542,10/17/2020
Connecticut,62830,4542,10/18/2020
Connecticut,64021,4554,10/19/2020
Connecticut,64455,4559,10/20/2020
Connecticut,64871,4567,10/21/2020
Connecticut,65373,4569,10/22/2020
Connecticut,66052,4577,10/23/2020
Connecticut,66052,4577,10/24/2020
Connecticut,66052,4577,10/25/2020
Connecticut,68099,4589,10/26/2020
Connecticut,68637,4595,10/27/2020
Connecticut,69127,4604,10/28/2020
Connecticut,70446,4609,10/29/2020
Connecticut,71207,4616,10/30/2020
Connecticut,71207,4616,10/31/2020
Connecticut,71207,4616,11/1/2020
Connecticut,73858,4627,11/2/2020
Connecticut,74843,4635,11/3/2020
Connecticut,75373,4645,11/4/2020
Connecticut,77060,4656,11/5/2020
Connecticut,78125,4671,11/6/2020
Connecticut,78125,4671,11/7/2020
Connecticut,78125,4671,11/8/2020
Connecticut,81463,4698,11/9/2020
Connecticut,82987,4707,11/10/2020
Connecticut,84741,4716,11/11/2020
Connecticut,85899,4726,11/12/2020
Connecticut,88645,4737,11/13/2020
Connecticut,88645,4737,11/14/2020
Connecticut,88645,4737,11/15/2020
Connecticut,93284,4759,11/16/2020
Connecticut,94986,4771,11/17/2020
Connecticut,97028,4784,11/18/2020
Connecticut,99381,4805,11/19/2020
Connecticut,101469,4828,11/20/2020
Connecticut,101469,4828,11/21/2020
Connecticut,101469,4828,11/22/2020
Connecticut,106740,4871,11/23/2020
Connecticut,107280,4881,11/24/2020
Connecticut,109152,4926,11/25/2020
Connecticut,109152,4926,11/26/2020
Connecticut,112581,4961,11/27/2020
Connecticut,112581,4961,11/28/2020
Connecticut,112581,4961,11/29/2020
Connecticut,117295,5020,11/30/2020
Connecticut,118754,5040,12/1/2020
Connecticut,121426,5091,12/2/2020
Connecticut,126177,5111,12/3/2020
Connecticut,127715,5146,12/4/2020
Connecticut,127715,5146,12/5/2020
Connecticut,127715,5146,12/6/2020
Connecticut,135844,5224,12/7/2020
Connecticut,138258,5242,12/8/2020
Connecticut,140548,5285,12/9/2020
Connecticut,142979,5327,12/10/2020
Connecticut,146761,5363,12/11/2020
Connecticut,146761,5363,12/12/2020
Connecticut,146761,5363,12/13/2020
Connecticut,153992,5444,12/14/2020
Connecticut,155462,5466,12/15/2020
Connecticut,157781,5506,12/16/2020
Connecticut,160102,5552,12/17/2020
Connecticut,162782,5581,12/18/2020
Connecticut,162782,5581,12/19/2020
Connecticut,162782,5581,12/20/2020
Connecticut,167377,5676,12/21/2020
Connecticut,168960,5703,12/22/2020
Connecticut,170705,5736,12/23/2020
Connecticut,172743,5791,12/24/2020
Connecticut,172743,5791,12/25/2020
Connecticut,172743,5791,12/26/2020
Connecticut,172743,5791,12/27/2020
Connecticut,181200,5904,12/28/2020
Connecticut,181967,5924,12/29/2020
Connecticut,183663,5964,12/30/2020
Connecticut,185708,5995,12/31/2020
Connecticut,185708,5995,1/1/2021
Connecticut,190120,6099,1/2/2021
Connecticut,190120,6099,1/3/2021
Connecticut,194636,6168,1/4/2021
Connecticut,196968,6192,1/5/2021
Connecticut,199454,6230,1/6/2021
Connecticut,202758,6287,1/7/2021
Connecticut,205994,6324,1/8/2021
Connecticut,205994,6324,1/9/2021
Connecticut,205994,6324,1/10/2021
Connecticut,213358,6416,1/11/2021
Connecticut,217047,6449,1/12/2021
Connecticut,220576,6536,1/13/2021
Connecticut,221544,6553,1/14/2021
Delaware,1,0,3/11/2020
Delaware,4,0,3/12/2020
Delaware,4,0,3/13/2020
Delaware,4,0,3/14/2020
Delaware,7,0,3/15/2020
Delaware,8,0,3/16/2020
Delaware,16,0,3/17/2020
Delaware,26,0,3/18/2020
Delaware,30,0,3/19/2020
Delaware,39,0,3/20/2020
Delaware,45,0,3/21/2020
Delaware,56,0,3/22/2020
Delaware,87,0,3/23/2020
Delaware,104,0,3/24/2020
Delaware,119,0,3/25/2020
Delaware,143,1,3/26/2020
Delaware,165,2,3/27/2020
Delaware,214,5,3/28/2020
Delaware,232,6,3/29/2020
Delaware,264,7,3/30/2020
Delaware,319,10,3/31/2020
Delaware,368,11,4/1/2020
Delaware,393,12,4/2/2020
Delaware,450,14,4/3/2020
Delaware,593,14,4/4/2020
Delaware,673,14,4/5/2020
Delaware,783,15,4/6/2020
Delaware,928,16,4/7/2020
Delaware,1116,19,4/8/2020
Delaware,1209,23,4/9/2020
Delaware,1326,32,4/10/2020
Delaware,1479,33,4/11/2020
Delaware,1625,35,4/12/2020
Delaware,1761,41,4/13/2020
Delaware,1926,43,4/14/2020
Delaware,2014,46,4/15/2020
Delaware,2075,52,4/16/2020
Delaware,2323,61,4/17/2020
Delaware,2538,67,4/18/2020
Delaware,2538,67,4/19/2020
Delaware,2745,72,4/20/2020
Delaware,2931,82,4/21/2020
Delaware,3200,89,4/22/2020
Delaware,3308,92,4/23/2020
Delaware,3442,100,4/24/2020
Delaware,3576,112,4/25/2020
Delaware,4034,120,4/26/2020
Delaware,4162,125,4/27/2020
Delaware,4575,137,4/28/2020
Delaware,4655,144,4/29/2020
Delaware,4734,152,4/30/2020
Delaware,4918,159,5/1/2020
Delaware,5038,168,5/2/2020
Delaware,5208,177,5/3/2020
Delaware,5288,182,5/4/2020
Delaware,5371,187,5/5/2020
Delaware,5778,193,5/6/2020
Delaware,5939,202,5/7/2020
Delaware,6083,213,5/8/2020
Delaware,6277,221,5/9/2020
Delaware,6447,224,5/10/2020
Delaware,6565,225,5/11/2020
Delaware,6741,237,5/12/2020
Delaware,6952,247,5/13/2020
Delaware,7223,260,5/14/2020
Delaware,7373,271,5/15/2020
Delaware,7547,286,5/16/2020
Delaware,7670,290,5/17/2020
Delaware,7869,297,5/18/2020
Delaware,8037,304,5/19/2020
Delaware,8194,310,5/20/2020
Delaware,8386,317,5/21/2020
Delaware,8529,322,5/22/2020
Delaware,8690,324,5/23/2020
Delaware,8809,326,5/24/2020
Delaware,8965,332,5/25/2020
Delaware,9066,335,5/26/2020
Delaware,9096,344,5/27/2020
Delaware,9171,345,5/28/2020
Delaware,9236,356,5/29/2020
Delaware,9422,361,5/30/2020
Delaware,9498,366,5/31/2020
Delaware,9605,368,6/1/2020
Delaware,9685,373,6/2/2020
Delaware,9712,375,6/3/2020
Delaware,9746,386,6/4/2020
Delaware,9773,388,6/5/2020
Delaware,9845,390,6/6/2020
Delaware,9942,398,6/7/2020
Delaware,9972,398,6/8/2020
Delaware,10020,410,6/9/2020
Delaware,10056,413,6/10/2020
Delaware,10106,414,6/11/2020
Delaware,10173,414,6/12/2020
Delaware,10229,419,6/13/2020
Delaware,10264,422,6/14/2020
Delaware,10340,423,6/15/2020
Delaware,10403,424,6/16/2020
Delaware,10444,426,6/17/2020
Delaware,10499,431,6/18/2020
Delaware,10611,433,6/19/2020
Delaware,10681,434,6/20/2020
Delaware,10775,435,6/21/2020
Delaware,10820,435,6/22/2020
Delaware,10847,504,6/23/2020
Delaware,10889,505,6/24/2020
Delaware,10980,507,6/25/2020
Delaware,11017,507,6/26/2020
Delaware,11091,507,6/27/2020
Delaware,11226,507,6/28/2020
Delaware,11376,507,6/29/2020
Delaware,11474,509,6/30/2020
Delaware,11510,509,7/1/2020
Delaware,11731,510,7/2/2020
Delaware,11923,512,7/3/2020
Delaware,11996,512,7/4/2020
Delaware,12128,512,7/5/2020
Delaware,12293,512,7/6/2020
Delaware,12414,514,7/7/2020
Delaware,12462,515,7/8/2020
Delaware,12531,517,7/9/2020
Delaware,12652,517,7/10/2020
Delaware,12743,517,7/11/2020
Delaware,12804,517,7/12/2020
Delaware,12879,517,7/13/2020
Delaware,12969,518,7/14/2020
Delaware,13050,521,7/15/2020
Delaware,13114,521,7/16/2020
Delaware,13337,521,7/17/2020
Delaware,13429,523,7/18/2020
Delaware,13519,523,7/19/2020
Delaware,13624,523,7/20/2020
Delaware,13746,525,7/21/2020
Delaware,13792,527,7/22/2020
Delaware,13924,529,7/23/2020
Delaware,14202,578,7/24/2020
Delaware,14175,579,7/25/2020
Delaware,14290,579,7/26/2020
Delaware,14406,579,7/27/2020
Delaware,14476,580,7/28/2020
Delaware,14602,581,7/29/2020
Delaware,14689,581,7/30/2020
Delaware,14788,585,7/31/2020
Delaware,14877,585,8/1/2020
Delaware,14949,585,8/2/2020
Delaware,15055,585,8/3/2020
Delaware,15137,587,8/4/2020
Delaware,15296,587,8/5/2020
Delaware,15365,587,8/6/2020
Delaware,15445,588,8/7/2020
Delaware,15502,590,8/8/2020
Delaware,15575,591,8/9/2020
Delaware,15634,591,8/10/2020
Delaware,15699,591,8/11/2020
Delaware,15765,592,8/12/2020
Delaware,15967,593,8/13/2020
Delaware,16340,593,8/14/2020
Delaware,16396,593,8/15/2020
Delaware,16451,593,8/16/2020
Delaware,16536,593,8/17/2020
Delaware,16593,593,8/18/2020
Delaware,16643,595,8/19/2020
Delaware,16718,595,8/20/2020
Delaware,16770,600,8/21/2020
Delaware,16828,600,8/22/2020
Delaware,16895,600,8/23/2020
Delaware,16942,604,8/24/2020
Delaware,16962,603,8/25/2020
Delaware,16986,604,8/26/2020
Delaware,16976,604,8/27/2020
Delaware,17083,604,8/28/2020
Delaware,17349,604,8/29/2020
Delaware,17343,604,8/30/2020
Delaware,17429,605,8/31/2020
Delaware,17535,605,9/1/2020
Delaware,17549,606,9/2/2020
Delaware,17653,606,9/3/2020
Delaware,17752,606,9/4/2020
Delaware,17892,608,9/5/2020
Delaware,18043,609,9/6/2020
Delaware,18249,609,9/7/2020
Delaware,18308,609,9/8/2020
Delaware,18308,609,9/9/2020
Delaware,18466,613,9/10/2020
Delaware,18559,613,9/11/2020
Delaware,18726,613,9/12/2020
Delaware,18849,615,9/13/2020
Delaware,18937,617,9/14/2020
Delaware,19137,618,9/15/2020
Delaware,19234,619,9/16/2020
Delaware,19318,619,9/17/2020
Delaware,19366,620,9/18/2020
Delaware,19449,621,9/19/2020
Delaware,19566,621,9/20/2020
Delaware,19667,627,9/21/2020
Delaware,19761,628,9/22/2020
Delaware,19830,629,9/23/2020
Delaware,19947,630,9/24/2020
Delaware,20085,631,9/25/2020
Delaware,20156,633,9/26/2020
Delaware,20260,633,9/27/2020
Delaware,20389,634,9/28/2020
Delaware,20531,635,9/29/2020
Delaware,20613,636,9/30/2020
Delaware,20787,636,10/1/2020
Delaware,20937,642,10/2/2020
Delaware,21125,645,10/3/2020
Delaware,21243,645,10/4/2020
Delaware,21363,645,10/5/2020
Delaware,21466,646,10/6/2020
Delaware,21550,649,10/7/2020
Delaware,21682,651,10/8/2020
Delaware,21827,651,10/9/2020
Delaware,21998,653,10/10/2020
Delaware,22130,654,10/11/2020
Delaware,22289,656,10/12/2020
Delaware,22394,659,10/13/2020
Delaware,22465,660,10/14/2020
Delaware,22560,661,10/15/2020
Delaware,22724,662,10/16/2020
Delaware,22942,664,10/17/2020
Delaware,23093,665,10/18/2020
Delaware,23196,666,10/19/2020
Delaware,23325,668,10/20/2020
Delaware,23375,670,10/21/2020
Delaware,23528,670,10/22/2020
Delaware,23687,678,10/23/2020
Delaware,23847,680,10/24/2020
Delaware,23961,681,10/25/2020
Delaware,24168,685,10/26/2020
Delaware,24249,686,10/27/2020
Delaware,24392,688,10/28/2020
Delaware,24553,689,10/29/2020
Delaware,24751,704,10/30/2020
Delaware,24951,708,10/31/2020
Delaware,25126,710,11/1/2020
Delaware,25311,710,11/2/2020
Delaware,25426,712,11/3/2020
Delaware,25534,712,11/4/2020
Delaware,25753,716,11/5/2020
Delaware,26035,716,11/6/2020
Delaware,26258,716,11/7/2020
Delaware,26603,718,11/8/2020
Delaware,26908,719,11/9/2020
Delaware,27112,722,11/10/2020
Delaware,27342,724,11/11/2020
Delaware,27546,732,11/12/2020
Delaware,28016,734,11/13/2020
Delaware,28395,736,11/14/2020
Delaware,28803,736,11/15/2020
Delaware,29200,736,11/16/2020
Delaware,29552,739,11/17/2020
Delaware,29755,742,11/18/2020
Delaware,30153,742,11/19/2020
Delaware,30816,746,11/20/2020
Delaware,31321,746,11/21/2020
Delaware,31808,748,11/22/2020
Delaware,32211,752,11/23/2020
Delaware,32664,757,11/24/2020
Delaware,32995,760,11/25/2020
Delaware,33579,761,11/26/2020
Delaware,34170,763,11/27/2020
Delaware,34670,763,11/28/2020
Delaware,35251,770,11/29/2020
Delaware,35654,772,11/30/2020
Delaware,36343,777,12/1/2020
Delaware,36698,779,12/2/2020
Delaware,37456,779,12/3/2020
Delaware,38398,782,12/4/2020
Delaware,39096,782,12/5/2020
Delaware,39912,793,12/6/2020
Delaware,40711,793,12/7/2020
Delaware,41464,803,12/8/2020
Delaware,42393,803,12/9/2020
Delaware,43036,806,12/10/2020
Delaware,43818,807,12/11/2020
Delaware,44876,815,12/12/2020
Delaware,45460,816,12/13/2020
Delaware,46457,816,12/14/2020
Delaware,47142,826,12/15/2020
Delaware,47929,833,12/16/2020
Delaware,48768,845,12/17/2020
Delaware,49109,854,12/18/2020
Delaware,50136,858,12/19/2020
Delaware,50616,862,12/20/2020
Delaware,51056,871,12/21/2020
Delaware,51623,872,12/22/2020
Delaware,52235,872,12/23/2020
Delaware,53015,888,12/24/2020
Delaware,53653,891,12/25/2020
Delaware,54473,895,12/26/2020
Delaware,55057,897,12/27/2020
Delaware,55488,898,12/28/2020
Delaware,56189,898,12/29/2020
Delaware,56596,921,12/30/2020
Delaware,57456,926,12/31/2020
Delaware,58064,930,1/1/2021
Delaware,58873,930,1/2/2021
Delaware,59484,930,1/3/2021
Delaware,60333,937,1/4/2021
Delaware,61100,947,1/5/2021
Delaware,61729,947,1/6/2021
Delaware,62949,949,1/7/2021
Delaware,63503,957,1/8/2021
Delaware,64475,969,1/9/2021
Delaware,65273,972,1/10/2021
Delaware,65827,986,1/11/2021
Delaware,66446,991,1/12/2021
Delaware,67173,994,1/13/2021
Delaware,68065,995,1/14/2021
Florida,2,0,3/1/2020
Florida,2,0,3/2/2020
Florida,3,0,3/3/2020
Florida,3,0,3/4/2020
Florida,4,0,3/5/2020
Florida,7,2,3/6/2020
Florida,12,2,3/7/2020
Florida,13,2,3/8/2020
Florida,14,2,3/9/2020
Florida,23,2,3/10/2020
Florida,26,2,3/11/2020
Florida,46,2,3/12/2020
Florida,70,2,3/13/2020
Florida,70,3,3/14/2020
Florida,109,3,3/15/2020
Florida,141,4,3/16/2020
Florida,210,6,3/17/2020
Florida,326,7,3/18/2020
Florida,434,8,3/19/2020
Florida,564,9,3/20/2020
Florida,764,11,3/21/2020
Florida,1000,13,3/22/2020
Florida,1222,18,3/23/2020
Florida,1467,20,3/24/2020
Florida,1971,23,3/25/2020
Florida,2478,29,3/26/2020
Florida,3198,46,3/27/2020
Florida,4038,56,3/28/2020
Florida,4943,60,3/29/2020
Florida,5695,72,3/30/2020
Florida,6742,85,3/31/2020
Florida,7769,100,4/1/2020
Florida,9000,144,4/2/2020
Florida,10260,169,4/3/2020
Florida,11537,194,4/4/2020
Florida,12342,220,4/5/2020
Florida,13621,253,4/6/2020
Florida,14739,295,4/7/2020
Florida,15690,322,4/8/2020
Florida,16819,370,4/9/2020
Florida,17960,418,4/10/2020
Florida,18978,445,4/11/2020
Florida,19855,460,4/12/2020
Florida,21011,498,4/13/2020
Florida,21620,570,4/14/2020
Florida,22526,613,4/15/2020
Florida,23332,667,4/16/2020
Florida,24745,725,4/17/2020
Florida,25484,747,4/18/2020
Florida,26306,773,4/19/2020
Florida,27050,822,4/20/2020
Florida,27861,866,4/21/2020
Florida,28301,926,4/22/2020
Florida,29640,986,4/23/2020
Florida,30525,1045,4/24/2020
Florida,30831,1054,4/25/2020
Florida,31520,1073,4/26/2020
